Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Brigand's Law,1298815317,"""6917529901734392047""",,Legendary,Sidearm,plunder,Energy,Arc,1600,,Range,1,Hunter(1811),false,false,5,18,,100,59,35,31,12,0,0,63,450,61,15,61,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,Accurized Rounds*,Tactical Mag,Threat Detector*,Sympathetic Arsenal*,Tier 1: Range*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Marsilion-C,867154247,"""6917529889716749808""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1800,,Handling,5,Hunter(1811),false,false,6,20,,78,30,0,0,13,35,47,30,150,22,5,21,0,0,0,0,0,0,0,0,0,11,false,0,55,hakke,,,Rapid-Fire Frame*,Volatile Launch*,Hard Launch,Spike Grenades*,High-Explosive Ordnance,Field Prep*,Explosive Light*,Boss Spec*,Tier 5: Handling*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,
Marsilion-C,867154247,"""6917529897334772829""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1800,,Handling,2,Hunter(1811),false,false,6,20,,78,30,0,0,13,40,47,35,150,22,4,23,0,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Confined Launch*,Linear Compensator,High-Explosive Ordnance*,High-Velocity Rounds,Field Prep*,Full Court*,Tier 2: Handling*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Nasreddin,1456017061,"""6917529896256100229""",,Legendary,Sword,legendaryengram,Power,Arc,1600,,Impact,1,Hunter(1811),false,false,6,20,,0,0,60,0,0,0,0,0,0,0,64,0,0,0,0,20,50,50,50,40,0,0,false,0,3,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Balanced Guard*,Heavy Guard,Flash Counter*,Valiant Charge*,Tier 1: Impact*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,
Salvation's Grip,370712896,"""6917529905569519449""",,Exotic,Grenade Launcher,europa,Power,Stasis,1600,,,,Hunter(1811),true,false,4,12,,63,68,0,0,13,55,37,36,120,55,8,57,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Cryocannon*,Linear Compensator*,Alloy Casing*,Shatter Shot*,Polymer Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Falling Guillotine,614426548,"""6917529822796022456""",,Legendary,Sword,seasonpass,Power,Void,1800,,Impact,10,Hunter(1811),true,false,3,11,,0,0,66,0,0,0,0,0,0,0,59,0,0,0,0,30,20,30,50,40,0,0,false,0,12,,Bonk,,Vortex Frame*,Hungry Edge,Honed Edge*,Tempered Edge,Balanced Guard,Swordmaster's Guard*,Relentless Strikes*,Surrounded*,Boss Spec*,Masterworked: Impact*,Kill Tracker*,Crucible Tracker,,,,,,
Gjallarhorn,1363886209,"""6917529895638137894""",,Exotic,Rocket Launcher,30th,Power,Solar,1810,,Magazine,10,Hunter(1811),false,false,4,15,,49,76,0,0,20,100,40,54,15,67,2,76,0,0,0,0,0,0,0,0,0,6,false,0,671,,"Crucible tryhard, Nightfall, Crucible",,Wolfpack Rounds*,Volatile Launch*,Alloy Casing*,Pack Hunter*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Gjallarhorn Catalyst*,,,,,,,,,,
The Lament,3487253372,"""6917529901372006624""",,Exotic,Sword,europa,Power,Solar,1810,,,,Hunter(1811),false,false,4,12,,0,0,78,0,0,0,0,0,0,0,58,0,0,0,0,20,50,100,90,40,0,0,false,0,19,,Bonk,,Banshee's Wail*,Jagged Edge*,Enduring Guard*,Tireless Blade*,Revved Consumption*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Randy's Throwing Knife,3292795429,"""6917529904142868385""",,Legendary,Scout Rifle,crucible,KineticSlot,Kinetic,1800,,Reload Speed,3,Hunter(1811),false,false,6,21,,59,63,45,33,20,0,0,54,260,31,17,25,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Ricochet Rounds*,Light Mag,Zen Moment*,Harmony*,Tier 3: Reload Speed*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Basso Ostinato,2573900604,"""6917529901143756608""",,Legendary,Shotgun,neomuna,Energy,Void,1800,,Stability,1,Hunter(1811),false,false,6,20,,70,67,65,41,12,0,0,33,140,73,8,40,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Full Choke,Tactical Mag*,Extended Mag,Well-Rounded*,Trench Barrel*,Icarus Grip*,Tier 1: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,
Typhon GL5,3568377122,"""6917529900586668041""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1810,,Blast Radius,2,Hunter(1811),false,false,5,16,,50,60,0,0,13,62,25,47,120,75,6,42,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Confined Launch*,Countermass,Alloy Casing*,High-Explosive Ordnance,Stats for All*,Chill Clip*,Tier 2: Blast Radius*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Taraxippos,1389546626,"""6917529901154243574""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1809,,Range,10,Hunter(1811),false,false,6,20,Guardian Games,64,75,60,40,19,0,0,52,200,59,17,64,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Chambered Compensator*,Full Bore,Appended Mag*,Flared Magwell,Zen Moment*,Gutshot Straight,Keep Away*,Encore,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,
Transfiguration,3885259140,"""6917529905914499857""",,Legendary,Scout Rifle,lastwish,KineticSlot,Kinetic,1800,,Reload Speed,2,Hunter(1811),false,false,6,21,,78,29,67,74,21,0,0,32,150,37,15,44,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Demolitionist*,Moving Target*,Tier 2: Reload Speed*,Explosive Pact*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,,,,
The Supremacy,2884596447,"""6917529905907330228""",,Legendary,Sniper Rifle,lastwish,KineticSlot,Kinetic,1800,,Stability,2,Hunter(1811),false,false,6,21,,60,77,55,37,40,0,0,45,140,62,7,73,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Ricochet Rounds,Genesis*,Focused Fury*,Tier 2: Stability*,Explosive Pact*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,,,,
Enyo-D,1601177201,"""6917529906627881740""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1800,,Stability,1,Hunter(1811),false,false,5,17,,87,55,25,59,15,0,0,43,600,18,27,40,0,0,0,0,0,0,0,0,0,13,false,0,0,hakke,,,Precision Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Alloy Magazine,Fragile Focus*,Rampage*,Tier 1: Stability*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Battle Scar,2099894368,"""6917529900798003800""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Stability,3,Hunter(1811),false,false,6,20,,54,67,27,33,17,0,0,52,450,36,40,71,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Extended Barrel,Extended Mag*,Flared Magwell,Shoot to Loot*,Headseeker*,Tier 3: Stability*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
The Title,3559361670,"""6917529900607221064""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,1,Hunter(1811),false,false,6,20,Guardian Games,85,32,22,45,15,0,0,26,750,23,30,53,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Corkscrew Rifling*,Extended Barrel,Appended Mag*,Armor-Piercing Rounds,Shot Swap*,Rangefinder*,Tier 1: Stability*,Classy Contender*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,,
Taraxippos,1389546626,"""6917529901143762294""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Hunter(1811),false,false,6,20,Guardian Games,54,75,60,50,19,0,0,47,200,59,15,84,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Fluted Barrel*,Full Bore,Accurized Rounds*,Steady Rounds,No Distractions*,Gutshot Straight,Keep Away*,Explosive Payload,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,
Jorum's Claw,62937067,"""6917529906627878569""",,Legendary,Pulse Rifle,ironbanner,Energy,Solar,1810,,Handling,1,Hunter(1811),false,false,6,20,,73,60,29,54,17,0,0,75,390,0,47,50,0,0,0,0,0,0,0,0,0,20,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Extended Mag*,Light Mag,Iron Grip*,Golden Tricorn*,Tier 1: Handling*,Skulking Wolf*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,,
Palmyra-B,3489657138,"""6917529902156435066""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1800,,Handling,1,Hunter(1811),false,false,5,16,,95,62,0,0,20,30,59,55,15,32,1,54,0,0,0,0,0,0,0,0,0,5,false,0,0,hakke,,,Häkke Precision Frame*,Countermass*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Chill Clip*,Tier 1: Handling*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Riptide,2715240478,"""6917529901131898477""",,Legendary,Fusion Rifle,crucible,KineticSlot,Stasis,1800,,Handling,2,Hunter(1811),false,false,5,17,,83,31,55,21,15,0,0,31,0,45,8,62,500,0,0,0,0,0,0,0,0,3,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Enhanced Battery*,Projection Fuse,Steady Hands,Perpetual Motion*,Snapshot Sights*,Harmony,Tier 2: Handling*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,
Hero of Ages,2139640995,"""6917529900877090458""",,Legendary,Sword,30th,Power,Arc,1800,,Impact,1,Hunter(1811),false,false,4,15,,0,0,60,0,0,0,0,0,0,0,63,0,0,0,0,25,50,50,50,40,0,0,false,0,0,,,,Vortex Frame*,Hungry Edge*,Enduring Blade,Jagged Edge,Balanced Guard*,Heavy Guard,Tireless Blade*,Assassin's Blade*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,
Imperial Decree,318443586,"""6917529892050980741""",,Legendary,Shotgun,legendaryengram,KineticSlot,Kinetic,1800,,,,Hunter(1811),false,true,6,20,,80,35,80,31,12,0,0,51,55,34,4,31,0,0,0,0,0,0,0,0,0,12,true,5,210,,,,Aggressive Frame*,Smallbore*,Steady Rounds*,Pugilist*,Surrounded*,Quick Access Sling*,*,To Excess*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
IKELOS_SMG_v1.0.3,2149683300,"""6917529892315937679""",,Legendary,Submachine Gun,rasputin,Energy,Arc,1810,,Range,10,Hunter(1811),false,true,5,19,,100,37,22,67,14,0,0,34,750,26,31,59,0,0,0,0,0,0,0,0,0,13,true,63,2744,,"Crucible tryhard, Dungeon, Trials, Gambit",,Aggressive Frame*,Extended Barrel*,Seraph Rounds*,Dynamic Sway Reduction*,Rangefinder*,Backup Mag*,*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Palmyra-B,3489657138,"""6917529905378526399""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1800,,Velocity,2,Hunter(1811),false,true,5,16,,65,62,0,0,20,40,41,50,15,52,1,43,0,0,0,0,0,0,0,0,0,5,false,0,3,hakke,,,Häkke Precision Frame*,Confined Launch*,Quick Launch,Alloy Casing*,Implosion Rounds,Ensemble*,Explosive Light*,Tier 2: Velocity*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Spare Rations,3236112986,"""6917529903357378321""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Handling,10,Warlock(1816),false,false,6,21,,100,88,84,36,14,0,0,62,140,71,13,76,0,0,0,0,0,0,0,0,0,10,false,0,1,,Nightfall,,Adaptive Frame*,Chambered Compensator*,Full Bore,Extended Mag,Flared Magwell*,Moving Target*,Opening Shot*,Targeting Adjuster*,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,
Austringer,3055790362,"""6917529903066206355""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Warlock(1816),false,false,5,17,,100,75,84,51,14,0,0,69,140,46,11,42,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,High-Caliber Rounds*,Ricochet Rounds,Snapshot Sights*,Rangefinder*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Round Robin,2034215657,"""6917529899392110429""",,Legendary,Hand Cannon,neomuna,KineticSlot,Strand,1800,,Stability,5,Warlock(1816),false,false,6,20,,97,58,92,56,14,0,0,30,120,22,10,39,0,0,0,0,0,0,0,0,0,14,false,0,4,,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Appended Mag*,High-Caliber Rounds,Subsistence*,Kill Clip*,Tier 5: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Eyasluna,235827225,"""6917529905370835666""",,Legendary,Hand Cannon,30th,KineticSlot,Stasis,1800,,Range,1,Warlock(1816),false,false,4,15,,96,85,84,55,14,0,0,67,140,25,14,52,0,0,0,0,0,0,0,0,0,20,false,0,20,,,,Adaptive Frame*,TrueSight HCS*,HitMark HCS,Extended Mag*,Ricochet Rounds,Outlaw*,Snapshot Sights*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Austringer,3055790362,"""6917529903032680396""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Warlock(1816),false,false,5,17,,95,80,84,61,14,0,0,69,140,46,11,47,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Adaptive Frame*,Chambered Compensator,Hammer-Forged Rifling*,High-Caliber Rounds,Ricochet Rounds*,Snapshot Sights*,Rangefinder*,Targeting Adjuster*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,
Taraxippos,1389546626,"""6917529896605374084""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1809,,Range,10,Warlock(1816),false,false,6,20,Guardian Games,69,75,60,45,19,0,0,47,200,59,17,74,0,0,0,0,0,0,0,0,0,13,false,0,44,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Extended Barrel,Appended Mag*,Flared Magwell,Outlaw*,Fourth Time's the Charm,Kill Clip,Hatchling*,Counterbalance Stock*,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,
Austringer,3055790362,"""6917529903032674714""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Warlock(1816),false,false,5,17,,100,75,84,51,14,0,0,69,140,46,11,42,0,0,0,0,0,0,0,0,0,13,false,0,3,,,,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,High-Caliber Rounds*,Ricochet Rounds,Snapshot Sights*,Rangefinder*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Staccato-46,4019668921,"""6917529897005228390""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1810,,Reload Speed,3,Warlock(1816),false,false,5,17,,100,63,62,39,20,0,0,44,180,43,18,48,0,0,0,0,0,0,0,0,0,9,false,0,22,suros,,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Accurized Rounds,Appended Mag*,Under Pressure*,Explosive Payload*,Counterbalance Stock*,Tier 3: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,
Waking Vigil,334171687,"""6917529865711949143""",,Legendary,Hand Cannon,dreaming,Energy,Arc,1800,,Range,1,Warlock(1816),false,false,4,13,,100,87,84,48,14,0,0,43,140,56,12,63,0,0,0,0,0,0,0,0,0,10,false,0,19,,,,Adaptive Frame*,HitMark HCS*,Crossfire HCS,Armor-Piercing Rounds*,Flared Magwell,Rapid Hit*,Opening Shot*,Counterbalance Stock*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,
Mercurial Overreach,2073794990,"""6917529904154598841""",,Legendary,Sniper Rifle,crucible,Energy,Arc,1809,,Reload Speed,1,Warlock(1816),false,false,6,21,,100,68,70,70,40,0,0,69,90,51,4,67,0,0,0,0,0,0,0,0,0,5,false,0,13,,,,Adaptive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Armor-Piercing Rounds,Ricochet Rounds*,Perfect Float*,Elemental Capacitor*,Targeting Adjuster*,Tier 1: Reload Speed*,Composite Stock*,Fitted Stock,Kill Tracker*,Crucible Tracker,,,,,
The Title,3559361670,"""6917529899282762066""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Handling,5,Warlock(1816),false,false,6,20,Guardian Games,85,32,22,50,15,0,0,20,750,3,31,53,0,0,0,0,0,0,0,0,0,31,false,0,4,hakke,,,Aggressive Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Appended Mag,Perpetual Motion*,Focused Fury*,Tier 5: Handling*,Classy Contender*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,,
Nasreddin,1456017061,"""6917529895429946090""",,Legendary,Sword,legendaryengram,Power,Arc,1806,,Impact,1,Warlock(1816),false,false,6,20,,0,0,60,0,0,0,0,0,0,0,64,0,0,0,0,20,100,100,0,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge*,Honed Edge,Jagged Edge,Burst Guard*,Enduring Guard,Energy Transfer*,Whirlwind Blade*,Tier 1: Impact*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,
Razor's Edge,1796949035,"""6917529852361712253""",,Legendary,Sword,ironbanner,Power,Void,1600,,Impact,2,Warlock(1816),true,false,5,16,,0,0,59,0,0,0,0,0,0,0,66,0,0,0,0,20,50,50,50,40,0,0,false,0,0,,,,Vortex Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Balanced Guard*,Enduring Guard,Unrelenting*,Assassin's Blade*,Tier 2: Impact*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,
Blast Battue,2453357042,"""6917529894991918970""",,Legendary,Grenade Launcher,seasonpass,Power,Arc,1794,,Handling,4,Warlock(1816),false,false,4,12,,63,63,0,0,13,60,28,43,120,70,6,45,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Confined Launch*,Hard Launch,Alloy Casing*,Mini Frags,Killing Wind*,Chain Reaction*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Death's Razor,3371413056,"""6917529901769568993""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,1,Warlock(1816),false,false,6,20,,0,0,62,0,0,0,0,0,0,0,62,0,0,0,0,20,50,50,100,40,0,0,false,0,0,,,,Vortex Frame*,Honed Edge*,Jagged Edge,Infinite Guard*,Thresh*,Destabilizing Rounds*,Tier 1: Impact*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Hero of Ages,2139640995,"""6917529900894492464""",,Legendary,Sword,30th,Power,Arc,1800,,Impact,1,Warlock(1816),false,false,4,15,,0,0,62,0,0,0,0,0,0,0,65,0,0,0,0,25,0,100,90,40,0,0,false,0,0,,,,Vortex Frame*,Honed Edge*,Jagged Edge,Tempered Edge,Enduring Guard*,Swordmaster's Guard,Duelist's Trance*,Assassin's Blade*,Backup Mag*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,
Death's Razor,3371413056,"""6917529901757933241""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,4,Warlock(1816),false,false,6,20,,0,0,60,0,0,0,0,0,0,0,69,0,0,0,0,20,50,50,100,40,0,0,false,0,0,,,,Vortex Frame*,Enduring Blade*,Jagged Edge,Infinite Guard*,Energy Transfer*,Demolitionist*,Tier 5: Impact*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
The Hothead,4255171531,"""6917529804929919865""",,Legendary,Rocket Launcher,nightfall,Power,Arc,1810,,Reload Speed,4,Warlock(1816),true,false,5,16,,75,67,0,0,20,60,47,65,20,49,1,47,0,0,0,0,0,0,0,0,0,8,false,0,22,,,,Adaptive Frame*,Confined Launch*,Linear Compensator,Alloy Casing,Impact Casing*,Demolitionist*,Clown Cartridge*,Boss Spec*,Tier 4: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,
Circular Logic,2187717691,"""6917529898144310991""",,Legendary,Machine Gun,neomuna,Power,Strand,1800,,Handling,3,Warlock(1816),false,false,6,20,,100,59,41,40,16,0,0,33,450,50,62,71,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Appended Mag*,Flared Magwell,Keep Away*,Demolitionist*,Tier 3: Handling*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,
The Immortal,4039572196,"""6917529903055371308""",,Legendary,Submachine Gun,trials,KineticSlot,Strand,1800,,Handling,1,Warlock(1816),false,false,6,20,,96,39,22,55,14,0,0,15,750,30,28,54,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Aggressive Frame*,Full Bore*,Polygonal Rifling,Alloy Magazine*,Flared Magwell,Surplus*,Hatchling*,Tier 1: Handling*,Alacrity*,One Quiet Moment,Field-Tested,Kill Tracker*,Crucible Tracker,,,,,
Lodbrok-C,2328531378,"""6917529905387193566""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Stability,1,Warlock(1816),false,false,5,19,,98,55,33,83,19,0,0,46,360,31,31,31,0,0,0,0,0,0,0,0,0,19,false,0,0,hakke,,,High-Impact Frame*,Chambered Compensator*,Corkscrew Rifling,High-Caliber Rounds*,Flared Magwell,Demolitionist*,Adrenaline Junkie*,Tier 1: Stability*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Randy's Throwing Knife,3292795429,"""6917529905417104310""",,Legendary,Scout Rifle,crucible,KineticSlot,Kinetic,1800,,Handling,1,Warlock(1816),false,false,6,21,,89,63,45,23,20,0,0,39,260,28,17,31,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Corkscrew Rifling,Alloy Magazine*,High-Caliber Rounds,Offhand Strike*,Cascade Point*,Tier 1: Handling*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Randy's Throwing Knife,3292795429,"""6917529905427617309""",,Legendary,Scout Rifle,crucible,KineticSlot,Kinetic,1800,,Reload Speed,3,Warlock(1816),false,false,6,21,,59,63,45,23,20,0,0,44,260,31,17,35,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Polygonal Rifling,Alloy Magazine*,Armor-Piercing Rounds,Gutshot Straight*,Cascade Point*,Tier 3: Reload Speed*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Rose,882778888,"""6917529899980099916""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1810,,Handling,5,Warlock(1816),false,true,5,19,,100,85,84,53,14,0,0,65,140,55,11,50,0,0,0,0,0,0,0,0,0,20,false,0,13,,,,Lightweight Frame*,Chambered Compensator*,Hammer-Forged Rifling,Accurized Rounds*,Appended Mag,Elemental Capacitor*,Eye of the Storm*,Tier 5: Handling*,Heavy Grip*,Smooth Grip,Kill Tracker*,Crucible Tracker,,,,,,
Coronach-22,355382946,"""6917529896985183287""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1810,,Reload Speed,1,Warlock(1816),true,true,6,20,,73,59,21,42,16,0,0,43,600,42,52,63,0,0,0,0,0,0,0,0,0,19,false,0,42,suros,,,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Armor-Piercing Rounds,Zen Moment*,Cascade Point*,Tier 1: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Unwavering Duty (Adept),3444632029,"""6917529892681317777""",,Legendary,Machine Gun,trials,Power,Solar,1810,,Reload Speed,4,Warlock(1816),false,true,6,20,,100,72,41,73,16,0,0,60,450,71,55,40,0,0,0,0,0,0,0,0,0,10,false,0,26,suros,,,Adaptive Frame*,Extended Barrel*,Polygonal Rifling,High-Caliber Rounds*,Flared Magwell,Dynamic Sway Reduction*,Firing Line,Cascade Point*,Counterbalance Stock*,Tier 4: Reload Speed*,Alacrity*,One Quiet Moment,Suros Synergy,Kill Tracker*,Crucible Tracker,,,
SUROS Regime,2856683562,"""6917529821267754892""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1600,,Recoil Direction,10,Vault,true,false,1,3,,100,68,21,55,16,0,0,58,600,73,27,64,0,0,0,0,0,0,0,0,0,31,false,0,46,suros,,,SUROS Legacy*,Hammer-Forged Rifling*,Tactical Mag*,Spinning Up,Dual Speed Receiver*,Hand-Laid Stock*,SUROS Regime Catalyst*,Kill Tracker,Crucible Tracker*,,,,,,,,,
